Max,Mean,Std,Full_diff,FFT_Mag1,FFT_Hz1,FFT_Mag2,FFT_Hz2,STFT_Mag1,STFT_Hz1,STFT_Mag2,STFT_Hz2,STFT_diff,label
0.2596520495176986,0.00526794749207086,0.14479870117225527,0.5082983448377936,0.024355911737786798,1000488.7585532747,0.015151776832225223,1000977.5171065493,0.04855614871998255,0.0,0.023619343633463952,761718.75,-761718.75,0
0.2626315121868206,0.003339635751157919,0.1448020749498527,0.5115680094691712,0.03535279394094229,1000488.7585532747,0.012606193852332442,1334799.6089931573,0.05855303768196354,0.0,0.02980239010267216,3515625.0,-3515625.0,0
0.257018795034995,0.010629388154797572,0.1485585764300153,0.5046678333026209,0.026263590443967172,1000488.7585532747,0.018761946148558063,1000977.5171065493,0.0694474134558516,0.0,0.02618786249666476,2714843.75,-2714843.75,0
0.26207674370648204,0.0034004277225815446,0.14492668855815857,0.5084215639056031,0.026862877611667196,1000488.7585532747,0.015114642029735894,1001466.275659824,0.052904410747143166,0.0,0.02465526734007894,957031.25,-957031.25,0
0.26085036701282605,0.00035297374606228733,0.1450067935312322,0.5108345752373354,0.024292035100828606,1000488.7585532747,0.015182349769415827,1001466.275659824,0.0555663471773401,0.0,0.024882963628392724,0.0,0.0,0
0.2621903674442553,0.008452739402415069,0.14111579839596883,0.508318983629249,0.018601262090123093,1000488.7585532747,0.015567957177323953,1321114.3695014664,0.035023412844729526,0.0,0.023245526071618623,2500000.0,-2500000.0,0
0.2625533700489372,0.01018242763060163,0.14234935798517712,0.5105886323233901,0.020646069175776334,1000488.7585532747,0.014915665474514108,1000000.0,0.046898238819714236,0.0,0.023189570017558836,0.0,0.0,0
0.26176007182405986,0.006188373542286053,0.14468158276135576,0.5104673131708579,0.02827375635887976,1000488.7585532747,0.014798169457171988,1000977.5171065493,0.05583262720546993,0.0,0.026206711507684236,449218.75,-449218.75,0
0.2605760272627302,0.0005413361326372434,0.14156270968276083,0.5075868746509368,0.021528019379559678,1000488.7585532747,0.013526590251731483,1454056.69599218,0.05226410210299014,0.0,0.02388469298239175,0.0,0.0,0
0.26100663593581674,0.005081079730231283,0.14566432840950624,0.5066781543019981,0.027498813129825328,1000488.7585532747,0.014268231868180388,1231671.5542521994,0.055898312119883595,0.0,0.02714938420701593,4824218.75,-4824218.75,0
0.26125386479645324,0.0014625728343117502,0.1451676909715942,0.5099310697923828,0.02431084756835974,1000488.7585532747,0.013933648571186168,1043988.2697947214,0.03632543122728127,0.0,0.026391808893005537,0.0,0.0,0
0.26175769057754306,0.0026412320266798895,0.14556991041472947,0.5092512512247243,0.024203472299443727,1000488.7585532747,0.015162098393313986,1000977.5171065493,0.04485503246827349,0.0,0.02161846378183379,1835937.5,-1835937.5,0
0.26211530949141004,0.00627182964147478,0.14402340836302324,0.5113098388094182,0.022972016370255362,1000488.7585532747,0.013683846435255102,1398338.220918866,0.04731422838006904,0.0,0.0241095642314161,371093.75,-371093.75,0
0.2618881710137949,0.006571895221712476,0.14548109553886485,0.5112246483218931,0.026376658613212256,1000488.7585532747,0.01900015562819007,1000977.5171065493,0.0640962491495656,0.0,0.023002659494099027,2539062.5,-2539062.5,0
0.26163534563777,0.014613876258255862,0.1462261574092078,0.5115521956896641,0.02626503211391307,1000488.7585532747,0.021407045300179485,1000000.0,0.050191078286216835,0.0,0.028384553177927357,3242187.5,-3242187.5,0
0.26034381591825784,0.005036965753816083,0.14572926119816562,0.5088350006574966,0.03243645910367507,1000488.7585532747,0.014831214353398,1362170.0879765395,0.04685965296241339,0.0,0.030000430469966248,0.0,0.0,0
0.26068758211756404,0.002406232195274697,0.14605461125814684,0.5073657395874186,0.02790952512107836,1000488.7585532747,0.01662583906455873,1000977.5171065493,0.04955752234730067,0.0,0.024417518509702387,2324218.75,-2324218.75,0
0.25872862308269134,0.010712179432506207,0.14455215258938706,0.5067941976248505,0.02498364720801711,1000488.7585532747,0.016232747283397762,1498044.9657869013,0.04739764547020082,0.0,0.026864495082250434,0.0,0.0,0
0.26139976367242757,0.007795132818648114,0.14458318123371322,0.5086519921838771,0.02378997986466021,1000488.7585532747,0.014674154642324017,1306940.3714565006,0.04120878059557806,0.0,0.03392555598907831,0.0,0.0,0
0.260904293667904,0.010223622383968805,0.14388741773676228,0.5094773829825741,0.02684255633691983,1000488.7585532747,0.016787383045166103,1000977.5171065493,0.06581981453735139,0.0,0.03081662843964105,5000000.0,-5000000.0,0
1.0169445509798651,0.004122176762401773,0.48394091064369094,1.995902559565189,0.4743134019197675,1879765.3958944282,0.02287943195302047,1001955.0342130987,0.3170999580810054,3007812.5,0.3113735452059729,3007812.5,0.0,1
0.9918391283383718,0.007654683728361547,0.48954704420549644,1.9518506387161094,0.47846517896264695,1879765.3958944282,0.023656209232047812,1001955.0342130987,0.33081780888504964,3007812.5,0.3190489823232745,3007812.5,0.0,1
0.988252361145301,0.010684058849862232,0.4829054864990069,1.9733740650230795,0.4736968726434659,1879765.3958944282,0.023862316884563868,1001955.0342130987,0.32717082647396234,3007812.5,0.3085096785251976,3007812.5,0.0,1
1.0112629953271322,0.0065670510145341655,0.49073958449148064,1.999841299023383,0.4809570983930332,1879765.3958944282,0.027995339065187676,1001955.0342130987,0.3271785179290542,3007812.5,0.316119220974305,3007812.5,0.0,1
0.9764734932226518,0.0036335287720448595,0.47661710447965744,1.9394504386151654,0.4664320295884458,1879765.3958944282,0.028483815628692115,1001955.0342130987,0.3159325200090873,3007812.5,0.30747682778368357,3007812.5,0.0,1
0.9945808211951914,0.007733296685100351,0.48451963327417663,1.942900629147626,0.4752504239558862,1879765.3958944282,0.03029764992597514,1001955.0342130987,0.3236252008206152,3007812.5,0.32156294703301025,3007812.5,0.0,1
0.9880149091782489,0.005322401247568426,0.48069296689355356,1.9648187741504013,0.47018758753559203,1879765.3958944282,0.02074979605951066,1001955.0342130987,0.31860329181684305,3007812.5,0.2939760048325581,3007812.5,0.0,1
0.9702094866329607,0.0019642825278896247,0.48319073235574783,1.9409046493100894,0.47336835534711935,1879765.3958944282,0.027012500541425385,1001955.0342130987,0.3266006613613706,3007812.5,0.30471567538202415,3007812.5,0.0,1
0.9847082516416634,-0.0018000055951351494,0.4876611356401036,1.9886834752482059,0.47814998393768804,1879765.3958944282,0.022901538855438937,1001955.0342130987,0.3228211081476038,3007812.5,0.31389873978006,3007812.5,0.0,1
0.9981448723472958,0.012336349500809543,0.48853500941255257,1.9527248086461353,0.4791853997553336,1879765.3958944282,0.02962279261561332,1001955.0342130987,0.3255314280210617,3007812.5,0.3124943482615772,3007812.5,0.0,1
0.9751754682396092,0.0013270372347683028,0.49118288132632004,1.9671135425373603,0.48088096805942687,1879765.3958944282,0.03557815694027823,1001955.0342130987,0.322283064020581,3007812.5,0.317923042170698,3007812.5,0.0,1
0.9922583021444485,0.007544716858301957,0.4881834308422033,1.9744262107958692,0.4794319386094109,1879765.3958944282,0.024058261739368564,1001955.0342130987,0.3310291421568952,3007812.5,0.31808004118609196,3007812.5,0.0,1
0.9690328132782217,0.014763571834841848,0.48999493228444213,1.916259037223499,0.4816386184839972,1879765.3958944282,0.02505451435483169,1001955.0342130987,0.33737006697120514,3007812.5,0.32198514180607646,3007812.5,0.0,1
0.981804626155209,0.0055092736693210876,0.4848844684071782,1.9462745507506138,0.4751314942439011,1879765.3958944282,0.02399926043810296,1001955.0342130987,0.3261057520575389,3007812.5,0.31303579250603564,3007812.5,0.0,1
0.9827678094572088,0.006023236037415714,0.48314365408315296,1.9405845446868932,0.4740007893744836,1879765.3958944282,0.028467486569271006,1001955.0342130987,0.32576257662759917,3007812.5,0.3097686401590283,3007812.5,0.0,1
0.9996555171292412,0.012857590251091065,0.4876889513663026,1.972524104438829,0.47703785667641146,1879765.3958944282,0.03878449899674837,1001955.0342130987,0.3221186546173848,3007812.5,0.3176823222698245,3007812.5,0.0,1
0.954497263202633,0.0007988449339810563,0.4912212373097068,1.9114548376253617,0.4821179932737232,1879765.3958944282,0.021324817364254428,1001955.0342130987,0.3307195863693262,3007812.5,0.32602980479924554,3007812.5,0.0,1
0.9819356608231017,0.005195127223539518,0.48214837341957595,1.9357060810081599,0.4732447019737865,1879765.3958944282,0.02498476478609829,1001955.0342130987,0.32611131251000336,3007812.5,0.31127842955121704,3007812.5,0.0,1
1.010545938171076,0.00853628273840135,0.48285816443239427,1.9891290145183762,0.4725019215340747,1879765.3958944282,0.033007318722726116,1001955.0342130987,0.32269152429601694,3007812.5,0.3143788877933377,3007812.5,0.0,1
0.9912342605868607,0.004616969077510149,0.48306558430155905,1.964488634808661,0.4729888286971419,1879765.3958944282,0.023972344764526084,1001955.0342130987,0.32234628521385716,3007812.5,0.30917129235426627,3007812.5,0.0,1
1.277590571391705,0.0015394232860686601,0.6893531261739604,1.995902559565189,0.6953475756924956,3346041.055718475,0.6953475756924956,3346041.055718475,0.4855703752430873,4003906.25,0.467699395458499,4003906.25,0.0,1
1.2634388551898674,0.004896363559050703,0.6900302545866304,1.9518506387161094,0.6954371877670252,3346041.055718475,0.6954371877670252,3346041.055718475,0.4830869158617957,4003906.25,0.47213183474287906,4003906.25,0.0,1
1.2887852657748429,0.005867047860801942,0.6905136864507213,1.9733740650230795,0.6971510207592913,3346041.055718475,0.6971510207592913,3346041.055718475,0.4805491215853064,4003906.25,0.4756309588775715,4003906.25,0.0,1
1.2892427801308999,0.00886592350366492,0.6924515919408315,1.999841299023383,0.6981166848949838,3346041.055718475,0.6981166848949838,3346041.055718475,0.48573965821760456,4003906.25,0.47299474051542717,4003906.25,0.0,1
1.298359255399879,0.006537717742553842,0.6812207824152576,1.9394504386151654,0.686916150842177,3346041.055718475,0.686916150842177,3346041.055718475,0.4763522204575422,4003906.25,0.4635471771453039,4003906.25,0.0,1
1.2922756914446472,0.01036117643056559,0.6878777839868299,1.942900629147626,0.6932527281609833,3346041.055718475,0.6932527281609833,3346041.055718475,0.479244008329733,4003906.25,0.46337166786001255,4003906.25,0.0,1
1.287771793220281,0.006433785017455335,0.692254745113231,1.9648187741504013,0.6982651947361489,3346041.055718475,0.6982651947361489,3346041.055718475,0.4857528431202918,4003906.25,0.4679631900355755,4003906.25,0.0,1
1.2410546414457586,0.0014375142833507322,0.6833100993306822,1.9409046493100894,0.689397421197704,3346041.055718475,0.689397421197704,3346041.055718475,0.47394355112197456,4003906.25,0.4698078087335382,4003906.25,0.0,1
1.2781408375828884,-0.0002536544513853253,0.6830547528763345,1.9886834752482059,0.6888537836695268,3346041.055718475,0.6888537836695268,3346041.055718475,0.47342435745651645,4003906.25,0.4642206501786907,4003906.25,0.0,1
1.3059921013363607,0.010175689779883583,0.6912556603469142,1.9527248086461353,0.6969043210326203,3346041.055718475,0.6969043210326203,3346041.055718475,0.4805673650753195,4003906.25,0.4735341836669695,4003906.25,0.0,1
1.2748638660920322,0.0020087847862312364,0.6950959791356071,1.9671135425373603,0.7008764121693383,3346041.055718475,0.7008764121693383,3346041.055718475,0.4901029545615761,4003906.25,0.47224895101337394,4003906.25,0.0,1
1.2450701564561653,0.010062864799397699,0.6877490569902942,1.9744262107958692,0.6938092655228825,3346041.055718475,0.6938092655228825,3346041.055718475,0.48418504525168876,4003906.25,0.4695675689208943,4003906.25,0.0,1
